ID_Barco;Puerto_Origen;Puerto_Destino;Tiempo_Viaje_hrs;Costo_Viaje_libras
3;25;17;136;46792
4;25;17;136;46792
1;25;18;138;81697
2;25;18;149;51776
3;25;18;161;55282
4;25;18;161;55282
1;25;19;103;60741
2;25;19;111;38495
3;25;19;119;41102
4;25;19;119;41102
1;25;20;4;2414
2;25;20;4;1530
3;25;20;5;1634
4;25;20;5;1634
1;25;21;2;1405
2;25;21;3;890
3;25;21;3;951
4;25;21;3;951
1;25;22;106;62759
2;25;22;114;39774
3;25;22;123;42467
4;25;22;123;42467
1;25;23;105;61799
2;25;23;113;39165
3;25;23;122;41817
4;25;23;122;41817
1;25;24;106;62759
2;25;24;114;39774
3;25;24;123;42467
4;25;24;123;42467
1;25;25;0;0
2;25;25;0;0
3;25;25;0;0
4;25;25;0;0
1;25;26;72;42570
2;25;26;77;26979
3;25;26;84;28806
4;25;26;84;28806
1;25;27;122;71767
2;25;27;131;45482
3;25;27;141;48562
4;25;27;141;48562
1;25;28;54;31622
2;25;28;58;20040
3;25;28;62;21397
4;25;28;62;21397
1;25;29;47;27552
2;25;29;50;17461
3;25;29;54;18644
4;25;29;54;18644
1;25;30;40;23389
2;25;30;43;14823
3;25;30;46;15827
4;25;30;46;15827
1;25;31;20;11570
2;25;31;21;7333
3;25;31;23;7829
4;25;31;23;7829
1;25;32;87;51200
2;25;32;93;32448
3;25;32;101;34645
4;25;32;101;34645
1;25;33;15;8705
2;25;33;16;5517
3;25;33;17;5890
4;25;33;17;5890
1;25;34;77;45508
2;25;34;83;28841
3;25;34;89;30794
4;25;34;89;30794
1;25;35;113;66671
2;25;35;121;42253
3;25;35;131;45114
4;25;35;131;45114
1;25;36;74;43898
2;25;36;80;27821
3;25;36;86;29705
4;25;36;86;29705
1;25;37;130;76433
2;25;37;139;48439
3;25;37;150;51720
4;25;37;150;51720
1;25;38;124;73259
2;25;38;133;46428
3;25;38;144;49572
4;25;38;144;49572
1;25;39;76;44671
2;25;39;81;28310
3;25;39;88;30227
4;25;39;88;30227
1;26;1;25;14629
2;26;1;27;9271
3;26;1;29;9899
4;26;1;29;9899
1;26;2;47;27624
2;26;2;50;17507
3;26;2;54;18693
4;26;2;54;18693
1;26;3;11;6533
2;26;3;12;4140
3;26;3;13;4421
4;26;3;13;4421
1;26;4;105;62228
2;26;4;113;39437
3;26;4;122;42107
4;26;4;122;42107
1;26;5;43;25172
2;26;5;46;15953
3;26;5;49;17033
4;26;5;49;17033
1;26;6;11;6299
2;26;6;11;3992
3;26;6;12;4262
4;26;6;12;4262
1;26;7;7;4384
2;26;7;8;2779
3;26;7;9;2967
4;26;7;9;2967
1;26;8;28;16269
2;26;8;30;10311
3;26;8;32;11009
4;26;8;32;11009
1;26;9;69;40968
2;26;9;75;25964
3;26;9;81;27722
4;26;9;81;27722
1;26;10;89;52495
2;26;10;96;33269
3;26;10;103;35522
4;26;10;103;35522
1;26;11;83;48997
2;26;11;89;31052
3;26;11;96;33154
4;26;11;96;33154
1;26;12;40;23353
2;26;12;43;14800
3;26;12;46;15802
4;26;12;46;15802
1;26;13;35;20740
2;26;13;38;13144
3;26;13;41;14034
4;26;13;41;14034
1;26;14;6;3377
2;26;14;6;2140
3;26;14;7;2285
4;26;14;7;2285
1;26;15;19;11160
2;26;15;20;7073
3;26;15;22;7551
4;26;15;22;7551
1;26;16;9;5096
2;26;16;9;3229
3;26;16;10;3448
4;26;16;10;3448
1;26;17;51;29963
2;26;17;55;18989
3;26;17;59;20275
4;26;17;59;20275
1;26;18;72;42257
2;26;18;77;26780
3;26;18;83;28594
4;26;18;83;28594
1;26;19;36;20995
2;26;19;38;13306
3;26;19;41;14207
4;26;19;41;14207
1;26;20;70;41061
2;26;20;75;26022
3;26;20;81;27785
4;26;20;81;27785
1;26;21;71;42087
2;26;21;77;26672
3;26;21;83;28479
4;26;21;83;28479
1;26;22;40;23571
2;26;22;43;14938
3;26;22;46;15950
4;26;22;46;15950
1;26;23;38;22611
2;26;23;41;14329
3;26;23;44;15300
4;26;23;44;15300
1;26;24;40;23571
2;26;24;43;14938
3;26;24;46;15950
4;26;24;46;15950
1;26;25;72;42570
2;26;25;77;26979
3;26;25;84;28806
4;26;25;84;28806
1;26;26;0;0
2;26;26;0;0
3;26;26;0;0
4;26;26;0;0
1;26;27;55;32578
2;26;27;59;20647
3;26;27;64;22045
4;26;27;64;22045
1;26;28;22;13046
2;26;28;24;8268
3;26;28;26;8828
4;26;28;26;8828
1;26;29;116;68211
2;26;29;124;43229
3;26;29;134;46156
4;26;29;134;46156
1;26;30;46;27086
2;26;30;49;17166
3;26;30;53;18328
4;26;30;53;18328
1;26;31;55;32237
2;26;31;59;20430
3;26;31;63;21814
4;26;31;63;21814
1;26;32;20;12012
2;26;32;22;7612
3;26;32;24;8128
4;26;32;24;8128
1;26;33;86;50939
2;26;33;93;32283
3;26;33;100;34469
4;26;33;100;34469
1;26;34;149;87742
2;26;34;160;55606
3;26;34;173;59372
4;26;34;173;59372
1;26;35;185;108905
2;26;35;198;69018
3;26;35;214;73692
4;26;35;214;73692
1;26;36;146;86132
2;26;36;157;54586
3;26;36;169;58283
4;26;36;169;58283
1;26;37;201;118667
2;26;37;216;75205
3;26;37;233;80298
4;26;37;233;80298
1;26;38;196;115493
2;26;38;210;73193
3;26;38;227;78150
4;26;38;227;78150
1;26;39;147;86904
2;26;39;158;55076
3;26;39;171;58805
4;26;39;171;58805
1;27;1;35;20441
2;27;1;37;12955
3;27;1;40;13832
4;27;1;40;13832
1;27;2;96;56821
2;27;2;103;36010
3;27;2;112;38449
4;27;2;112;38449
1;27;3;48;28414
2;27;3;52;18007
3;27;3;56;19227
4;27;3;56;19227
1;27;4;155;91424
2;27;4;166;57940
3;27;4;180;61864
4;27;4;180;61864
1;27;5;92;54368
2;27;5;99;34456
3;27;5;107;36789
4;27;5;107;36789
1;27;6;52;30827
2;27;6;56;19536
3;27;6;61;20859
4;27;6;61;20859
1;27;7;50;29640
2;27;7;54;18784
3;27;7;58;20056
4;27;7;58;20056
1;27;8;33;19492
2;27;8;35;12353
3;27;8;38;13190
4;27;8;38;13190
1;27;9;20;11812
2;27;9;22;7486
3;27;9;23;7993
4;27;9;23;7993
1;27;10;138;81691
2;27;10;149;51772
3;27;10;161;55278
4;27;10;161;55278
1;27;11;133;78193
2;27;11;142;49555
3;27;11;154;52911
4;27;11;154;52911
1;27;12;89;52549
2;27;12;96;33303
3;27;12;103;35558
4;27;12;103;35558
1;27;13;85;49937
2;27;13;91;31647
3;27;13;98;33790
4;27;13;98;33790
1;27;14;52;30926
2;27;14;56;19600
3;27;14;61;20927
4;27;14;61;20927
1;27;15;56;33033
2;27;15;60;20935
3;27;15;65;22352
4;27;15;65;22352
1;27;16;50;29623
2;27;16;54;18774
3;27;16;58;20045
4;27;16;58;20045
1;27;17;8;4687
2;27;17;9;2971
3;27;17;9;3172
4;27;17;9;3172
1;27;18;84;49803
2;27;18;91;31563
3;27;18;98;33700
4;27;18;98;33700
1;27;19;47;27983
2;27;19;51;17734
3;27;19;55;18935
4;27;19;55;18935
1;27;20;119;70258
2;27;20;128;44526
3;27;20;138;47541
4;27;20;138;47541
1;27;21;121;71283
2;27;21;130;45175
3;27;21;140;48235
4;27;21;140;48235
1;27;22;23;13275
2;27;22;24;8413
3;27;22;26;8983
4;27;22;26;8983
1;27;23;21;12315
2;27;23;22;7805
3;27;23;24;8333
4;27;23;24;8333
1;27;24;23;13275
2;27;24;24;8413
3;27;24;26;8983
4;27;24;26;8983
1;27;25;122;71767
2;27;25;131;45482
3;27;25;141;48562
4;27;25;141;48562
1;27;26;55;32578
2;27;26;59;20647
3;27;26;64;22045
4;27;26;64;22045
1;27;27;0;0
2;27;27;0;0
3;27;27;0;0
4;27;27;0;0
1;27;28;72;42242
2;27;28;77;26771
3;27;28;83;28584
4;27;28;83;28584
1;27;29;165;97407
2;27;29;177;61732
3;27;29;192;65912
4;27;29;192;65912
1;27;30;95;56283
2;27;30;102;35669
3;27;30;111;38085
4;27;30;111;38085
1;27;31;104;61433
2;27;31;112;38933
3;27;31;121;41570
4;27;31;121;41570
1;27;32;37;22092
2;27;32;40;14001
3;27;32;43;14949
4;27;32;43;14949
1;27;33;136;80135
2;27;33;146;50786
3;27;33;158;54225
4;27;33;158;54225
1;27;34;198;116938
2;27;34;213;74109
3;27;34;230;79128
4;27;34;230;79128
1;27;35;234;138101
2;27;35;251;87521
3;27;35;272;93448
4;27;35;272;93448
1;27;36;195;115329
2;27;36;210;73089
3;27;36;227;78039
4;27;36;227;78039
1;27;37;251;147863
2;27;37;269;93708
3;27;37;291;100054
4;27;37;291;100054
1;27;38;245;144689
2;27;38;263;91696
3;27;38;284;97906
4;27;38;284;97906
1;27;39;197;116101
2;27;39;211;73579
3;27;39;228;78561
4;27;39;228;78561
1;28;1;41;24293
2;28;1;44;15395
3;28;1;48;16438
4;28;1;48;16438
1;28;2;29;17120
2;28;2;31;10850
3;28;2;34;11584
4;28;2;34;11584
1;28;3;27;15806
2;28;3;29;10017
3;28;3;31;10696
4;28;3;31;10696
1;28;4;87;51279
2;28;4;93;32498
3;28;4;101;34699
4;28;4;101;34699
1;28;5;21;12388
2;28;5;23;7851
3;28;5;24;8383
4;28;5;24;8383
1;28;6;26;15201
2;28;6;28;9633
3;28;6;30;10286
4;28;6;30;10286
1;28;7;22;13226
2;28;7;24;8382
3;28;7;26;8950
4;28;7;26;8950
1;28;8;44;25933
2;28;8;47;16435
3;28;8;51;17548
4;28;8;51;17548
1;28;9;86;50632
2;28;9;92;32088
3;28;9;100;34261
4;28;9;100;34261
1;28;10;70;41546
2;28;10;76;26330
3;28;10;82;28113
4;28;10;82;28113
1;28;11;64;38048
2;28;11;69;24113
3;28;11;75;25746
4;28;11;75;25746
1;28;12;22;12848
2;28;12;23;8142
3;28;12;25;8694
4;28;12;25;8694
1;28;13;17;10236
2;28;13;19;6487
3;28;13;20;6926
4;28;13;20;6926
1;28;14;20;11774
2;28;14;21;7462
3;28;14;23;7967
4;28;14;23;7967
1;28;15;36;21413
2;28;15;39;13570
3;28;15;42;14489
4;28;15;42;14489
1;28;16;24;13997
2;28;16;25;8871
3;28;16;28;9471
4;28;16;28;9471
1;28;17;67;39627
2;28;17;72;25114
3;28;17;78;26814
4;28;17;78;26814
1;28;18;89;52510
2;28;18;96;33278
3;28;18;103;35531
4;28;18;103;35531
1;28;19;53;31217
2;28;19;57;19784
3;28;19;61;21124
4;28;19;61;21124
1;28;20;51;30112
2;28;20;55;19084
3;28;20;59;20376
4;28;20;59;20376
1;28;21;53;31138
2;28;21;57;19733
3;28;21;61;21070
4;28;21;61;21070
1;28;22;56;33235
2;28;22;61;21063
3;28;22;65;22489
4;28;22;65;22489
1;28;23;55;32274
2;28;23;59;20454
3;28;23;63;21839
4;28;23;63;21839
1;28;24;56;33235
2;28;24;61;21063
3;28;24;65;22489
4;28;24;65;22489
1;28;25;54;31622
2;28;25;58;20040
3;28;25;62;21397
4;28;25;62;21397
1;28;26;22;13046
2;28;26;24;8268
3;28;26;26;8828
4;28;26;26;8828
1;28;27;72;42242
2;28;27;77;26771
3;28;27;83;28584
4;28;27;83;28584
1;28;28;0;0
2;28;28;0;0
3;28;28;0;0
4;28;28;0;0
1;28;29;97;57262
2;28;29;104;36290
3;28;29;113;38747
4;28;29;113;38747
1;28;30;28;16581
2;28;30;30;10509
3;28;30;33;11220
4;28;30;33;11220
1;28;31;36;21288
2;28;31;39;13491
3;28;31;42;14405
4;28;31;42;14405
1;28;32;37;21676
2;28;32;39;13737
3;28;32;43;14667
4;28;32;43;14667
1;28;33;68;39990
2;28;33;73;25344
3;28;33;79;27060
4;28;33;79;27060
1;28;34;130;76793
2;28;34;140;48667
3;28;34;151;51963
4;28;34;151;51963
1;28;35;166;97956
2;28;35;178;62079
3;28;35;193;66283
4;28;35;193;66283
1;28;36;127;75183
2;28;36;137;47647
3;28;36;148;50874
4;28;36;148;50874
1;28;37;183;107718
2;28;37;196;68266
3;28;37;212;72889
4;28;37;212;72889
1;28;38;177;104544
2;28;38;190;66254
3;28;38;206;70741
4;28;38;206;70741
1;28;39;129;75955
2;28;39;138;48137
3;28;39;149;51397
4;28;39;149;51397
1;29;1;135;79458
2;29;1;145;50356
3;29;1;156;53766
4;29;1;156;53766
1;29;2;86;50662
2;29;2;92;32107
3;29;2;100;34281
4;29;2;100;34281
1;29;3;120;70971
2;29;3;129;44978
3;29;3;140;48024
4;29;3;140;48024
1;29;4;65;38305
2;29;4;70;24276
3;29;4;75;25920
4;29;4;75;25920
1;29;5;114;67342
2;29;5;123;42678
3;29;5;132;45568
4;29;5;132;45568
1;29;6;119;70330
2;29;6;128;44572
3;29;6;138;47590
4;29;6;138;47590
1;29;7;116;68354
2;29;7;124;43319
3;29;7;134;46253
4;29;7;134;46253
1;29;8;137;81098
2;29;8;148;51396
3;29;8;159;54877
4;29;8;159;54877
1;29;9;179;105797
2;29;9;193;67049
3;29;9;208;71590
4;29;9;208;71590
1;29;10;48;28600
2;29;10;52;18125
3;29;10;56;19353
4;29;10;56;19353
1;29;11;48;28280
2;29;11;51;17923
3;29;11;56;19136
4;29;11;56;19136
1;29;12;93;54608
2;29;12;99;34608
3;29;12;107;36952
4;29;12;107;36952
1;29;13;93;54677
2;29;13;100;34652
3;29;13;108;36998
4;29;13;108;36998
1;29;14;113;66886
2;29;14;122;42389
3;29;14;132;45260
4;29;14;132;45260
1;29;15;130;76578
2;29;15;139;48531
3;29;15;151;51818
4;29;15;151;51818
1;29;16;117;69127
2;29;16;126;43809
3;29;16;136;46776
4;29;16;136;46776
1;29;17;161;94792
2;29;17;173;60074
3;29;17;186;64143
4;29;17;186;64143
1;29;18;180;106396
2;29;18;194;67428
3;29;18;209;71995
4;29;18;209;71995
1;29;19;146;86382
2;29;19;157;54745
3;29;19;170;58452
4;29;19;170;58452
1;29;20;49;28978
2;29;20;53;18365
3;29;20;57;19609
4;29;20;57;19609
1;29;21;49;28751
2;29;21;52;18221
3;29;21;57;19455
4;29;21;57;19455
1;29;22;150;88400
2;29;22;161;56023
3;29;22;174;59817
4;29;22;174;59817
1;29;23;148;87440
2;29;23;159;55415
3;29;23;172;59167
4;29;23;172;59167
1;29;24;150;88400
2;29;24;161;56023
3;29;24;174;59817
4;29;24;174;59817
1;29;25;47;27552
2;29;25;50;17461
3;29;25;54;18644
4;29;25;54;18644
1;29;26;116;68211
2;29;26;124;43229
3;29;26;134;46156
4;29;26;134;46156
1;29;27;165;97407
2;29;27;177;61732
3;29;27;192;65912
4;29;27;192;65912
1;29;28;97;57262
2;29;28;104;36290
3;29;28;113;38747
4;29;28;113;38747
1;29;29;0;0
2;29;29;0;0
3;29;29;0;0
4;29;29;0;0
1;29;30;83;49030
2;29;30;89;31073
3;29;30;96;33177
4;29;30;96;33177
1;29;31;64;37473
2;29;31;68;23749
3;29;31;74;25357
4;29;31;74;25357
1;29;32;130;76841
2;29;32;140;48698
3;29;32;151;51996
4;29;32;151;51996
1;29;33;47;27963
2;29;33;51;17722
3;29;33;55;18922
4;29;33;55;18922
1;29;34;108;63819
2;29;34;116;40445
3;29;34;125;43184
4;29;34;125;43184
1;29;35;144;84968
2;29;35;155;53848
3;29;35;167;57495
4;29;35;167;57495
1;29;36;105;62210
2;29;36;113;39425
3;29;36;122;42095
4;29;36;122;42095
1;29;37;161;94743
2;29;37;172;60043
3;29;37;186;64109
4;29;37;186;64109
1;29;38;155;91568
2;29;38;167;58031
3;29;38;180;61961
4;29;38;180;61961
1;29;39;107;62982
2;29;39;115;39915
3;29;39;124;42618
4;29;39;124;42618
1;30;1;65;38333
2;30;1;70;24293
3;30;1;75;25939
4;30;1;75;25939
1;30;2;3;1691
2;30;2;3;1072
3;30;2;3;1144
4;30;2;3;1144
1;30;3;51;29846
2;30;3;54;18915
3;30;3;59;20196
4;30;3;59;20196
1;30;4;73;43047
2;30;4;78;27281
3;30;4;85;29128
4;30;4;85;29128
1;30;5;46;27354
2;30;5;50;17335
3;30;5;54;18509
4;30;5;54;18509
1;30;6;50;29205
2;30;6;53;18509
3;30;6;57;19762
4;30;6;57;19762
1;30;7;46;27229
2;30;7;50;17257
3;30;7;54;18425
4;30;7;54;18425
1;30;8;68;39973
2;30;8;73;25333
3;30;8;79;27049
4;30;8;79;27049
1;30;9;110;64673
2;30;9;118;40986
3;30;9;127;43762
4;30;9;127;43762
1;30;10;56;33314
2;30;10;61;21113
3;30;10;65;22542
4;30;10;65;22542
1;30;11;51;29816
2;30;11;54;18896
3;30;11;59;20175
4;30;11;59;20175
1;30;12;14;7999
2;30;12;15;5069
3;30;12;16;5413
4;30;12;16;5413
1;30;13;17;9890
2;30;13;18;6268
3;30;13;19;6692
4;30;13;19;6692
1;30;14;44;25761
2;30;14;47;16326
3;30;14;51;17432
4;30;14;51;17432
1;30;15;60;35453
2;30;15;65;22468
3;30;15;70;23990
4;30;15;70;23990
1;30;16;47;28002
2;30;16;51;17746
3;30;16;55;18948
4;30;16;55;18948
1;30;17;91;53667
2;30;17;98;34012
3;30;17;106;36315
4;30;17;106;36315
1;30;18;113;66550
2;30;18;121;42176
3;30;18;131;45032
4;30;18;131;45032
1;30;19;77;45257
2;30;19;82;28682
3;30;19;89;30624
4;30;19;89;30624
1;30;20;37;21880
2;30;20;40;13866
3;30;20;43;14806
4;30;20;43;14806
1;30;21;39;22905
2;30;21;42;14516
3;30;21;45;15499
4;30;21;45;15499
1;30;22;80;47275
2;30;22;86;29961
3;30;22;93;31990
4;30;22;93;31990
1;30;23;78;46315
2;30;23;84;29352
3;30;23;91;31340
4;30;23;91;31340
1;30;24;80;47275
2;30;24;86;29961
3;30;24;93;31990
4;30;24;93;31990
1;30;25;40;23389
2;30;25;43;14823
3;30;25;46;15827
4;30;25;46;15827
1;30;26;46;27086
2;30;26;49;17166
3;30;26;53;18328
4;30;26;53;18328
1;30;27;95;56283
2;30;27;102;35669
3;30;27;111;38085
4;30;27;111;38085
1;30;28;28;16581
2;30;28;30;10509
3;30;28;33;11220
4;30;28;33;11220
1;30;29;83;49030
2;30;29;89;31073
3;30;29;96;33177
4;30;29;96;33177
1;30;30;0;0
2;30;30;0;0
3;30;30;0;0
4;30;30;0;0
1;30;31;22;13056
2;30;31;24;8274
3;30;31;26;8834
4;30;31;26;8834
1;30;32;61;35716
2;30;32;65;22635
3;30;32;70;24168
4;30;32;70;24168
1;30;33;54;31758
2;30;33;58;20127
3;30;33;62;21489
4;30;33;62;21489
1;30;34;116;68561
2;30;34;125;43450
3;30;34;135;46393
4;30;34;135;46393
1;30;35;152;89724
2;30;35;163;56862
3;30;35;176;60713
4;30;35;176;60713
1;30;36;113;66951
2;30;36;122;42430
3;30;36;132;45304
4;30;36;132;45304
1;30;37;169;99486
2;30;37;181;63049
3;30;37;196;67319
4;30;37;196;67319
1;30;38;163;96311
2;30;38;175;61037
3;30;38;189;65171
4;30;38;189;65171
1;30;39;115;67723
2;30;39;123;42920
3;30;39;133;45826
4;30;39;133;45826
1;31;1;74;43483
2;31;1;79;27558
3;31;1;85;29424
4;31;1;85;29424
1;31;2;25;14688
2;31;2;27;9308
3;31;2;29;9939
4;31;2;29;9939
1;31;3;59;34997
2;31;3;64;22179
3;31;3;69;23681
4;31;3;69;23681
1;31;4;53;31228
2;31;4;57;19790
3;31;4;61;21131
4;31;4;61;21131
1;31;5;53;31425
2;31;5;57;19915
3;31;5;62;21264
4;31;5;62;21264
1;31;6;58;34356
2;31;6;63;21773
3;31;6;68;23248
4;31;6;68;23248
1;31;7;55;32380
2;31;7;59;20521
3;31;7;64;21910
4;31;7;64;21910
1;31;8;76;45124
2;31;8;82;28597
3;31;8;89;30534
4;31;8;89;30534
1;31;9;118;69823
2;31;9;127;44250
3;31;9;137;47247
4;31;9;137;47247
1;31;10;36;21495
2;31;10;39;13622
3;31;10;42;14545
4;31;10;42;14545
1;31;11;31;17997
2;31;11;33;11405
3;31;11;35;12178
4;31;11;35;12178
1;31;12;32;18634
2;31;12;34;11809
3;31;12;37;12609
4;31;12;37;12609
1;31;13;32;18703
2;31;13;34;11853
3;31;13;37;12656
4;31;13;37;12656
1;31;14;52;30912
2;31;14;56;19590
3;31;14;61;20917
4;31;14;61;20917
1;31;15;69;40604
2;31;15;74;25733
3;31;15;80;27475
4;31;15;80;27475
1;31;16;56;33153
2;31;16;60;21010
3;31;16;65;22433
4;31;16;65;22433
1;31;17;100;58818
2;31;17;107;37276
3;31;17;116;39800
4;31;17;116;39800
1;31;18;121;71364
2;31;18;130;45227
3;31;18;140;48290
4;31;18;140;48290
1;31;19;85;50408
2;31;19;92;31946
3;31;19;99;34109
4;31;19;99;34109
1;31;20;17;10061
2;31;20;18;6376
3;31;20;20;6808
4;31;20;20;6808
1;31;21;19;11086
2;31;21;20;7026
3;31;21;22;7502
4;31;21;22;7502
1;31;22;89;52426
2;31;22;95;33225
3;31;22;103;35475
4;31;22;103;35475
1;31;23;87;51465
2;31;23;94;32616
3;31;23;101;34825
4;31;23;101;34825
1;31;24;89;52426
2;31;24;95;33225
3;31;24;103;35475
4;31;24;103;35475
1;31;25;20;11570
2;31;25;21;7333
3;31;25;23;7829
4;31;25;23;7829
1;31;26;55;32237
2;31;26;59;20430
3;31;26;63;21814
4;31;26;63;21814
1;31;27;104;61433
2;31;27;112;38933
3;31;27;121;41570
4;31;27;121;41570
1;31;28;36;21288
2;31;28;39;13491
3;31;28;42;14405
4;31;28;42;14405
1;31;29;64;37473
2;31;29;68;23749
3;31;29;74;25357
4;31;29;74;25357
1;31;30;22;13056
2;31;30;24;8274
3;31;30;26;8834
4;31;30;26;8834
1;31;31;0;0
2;31;31;0;0
3;31;31;0;0
4;31;31;0;0
1;31;32;69;40867
2;31;32;74;25899
3;31;32;80;27653
4;31;32;80;27653
1;31;33;34;19939
2;31;33;36;12636
3;31;33;39;13492
4;31;33;39;13492
1;31;34;96;56742
2;31;34;103;35960
3;31;34;112;38395
4;31;34;112;38395
1;31;35;132;77905
2;31;35;142;49372
3;31;35;153;52716
4;31;35;153;52716
1;31;36;93;55132
2;31;36;100;34940
3;31;36;108;37306
4;31;36;108;37306
1;31;37;149;87667
2;31;37;160;55559
3;31;37;172;59321
4;31;37;172;59321
1;31;38;143;84492
2;31;38;154;53547
3;31;38;166;57173
4;31;38;166;57173
1;31;39;95;55904
2;31;39;102;35429
3;31;39;110;37829
4;31;39;110;37829
1;32;1;7;4142
2;32;1;8;2625
3;32;1;8;2803
4;32;1;8;2803
1;32;2;61;36254
2;32;2;66;22976
3;32;2;71;24532
4;32;2;71;24532
1;32;3;13;7847
2;32;3;14;4973
3;32;3;15;5310
4;32;3;15;5310
1;32;4;120;70857
2;32;4;129;44906
3;32;4;139;47947
4;32;4;139;47947
1;32;5;57;33801
2;32;5;62;21422
3;32;5;66;22872
4;32;5;66;22872
1;32;6;17;10260
2;32;6;19;6502
3;32;6;20;6943
4;32;6;20;6943
1;32;7;15;9073
2;32;7;17;5750
3;32;7;18;6140
4;32;7;18;6140
1;32;8;10;5783
2;32;8;11;3665
3;32;8;11;3913
4;32;8;11;3913
1;32;9;52;30482
2;32;9;55;19318
3;32;9;60;20626
4;32;9;60;20626
1;32;10;104;61125
2;32;10;111;38738
3;32;10;120;41361
4;32;10;120;41361
1;32;11;98;57626
2;32;11;105;36521
3;32;11;113;38994
4;32;11;113;38994
1;32;12;54;31982
2;32;12;58;20269
3;32;12;63;21641
4;32;12;63;21641
1;32;13;50;29370
2;32;13;53;18613
3;32;13;58;19874
4;32;13;58;19874
1;32;14;18;10360
2;32;14;19;6566
3;32;14;20;7010
4;32;14;20;7010
1;32;15;22;12954
2;32;15;24;8209
3;32;15;25;8765
4;32;15;25;8765
1;32;16;15;9057
2;32;16;16;5740
3;32;16;18;6128
4;32;16;18;6128
1;32;17;33;19477
2;32;17;35;12343
3;32;17;38;13179
4;32;17;38;13179
1;32;18;62;36750
2;32;18;67;23290
3;32;18;72;24868
4;32;18;72;24868
1;32;19;25;14933
2;32;19;27;9464
3;32;19;29;10105
4;32;19;29;10105
1;32;20;84;49691
2;32;20;90;31492
3;32;20;98;33624
4;32;20;98;33624
1;32;21;86;50716
2;32;21;92;32141
3;32;21;100;34318
4;32;21;100;34318
1;32;22;22;13085
2;32;22;24;8293
3;32;22;26;8854
4;32;22;26;8854
1;32;23;21;12124
2;32;23;22;7684
3;32;23;24;8204
4;32;23;24;8204
1;32;24;22;13085
2;32;24;24;8293
3;32;24;26;8854
4;32;24;26;8854
1;32;25;87;51200
2;32;25;93;32448
3;32;25;101;34645
4;32;25;101;34645
1;32;26;20;12012
2;32;26;22;7612
3;32;26;24;8128
4;32;26;24;8128
1;32;27;37;22092
2;32;27;40;14001
3;32;27;43;14949
4;32;27;43;14949
1;32;28;37;21676
2;32;28;39;13737
3;32;28;43;14667
4;32;28;43;14667
1;32;29;130;76841
2;32;29;140;48698
3;32;29;151;51996
4;32;29;151;51996
1;32;30;61;35716
2;32;30;65;22635
3;32;30;70;24168
4;32;30;70;24168
1;32;31;69;40867
2;32;31;74;25899
3;32;31;80;27653
4;32;31;80;27653
1;32;32;0;0
2;32;32;0;0
3;32;32;0;0
4;32;32;0;0
1;32;33;101;59569
2;32;33;108;37752
3;32;33;117;40308
4;32;33;117;40308
1;32;34;163;96371
2;32;34;175;61075
3;32;34;189;65211
4;32;34;189;65211
1;32;35;199;117534
2;32;35;214;74487
3;32;35;231;79532
4;32;35;231;79532
1;32;36;161;94762
2;32;36;173;60055
3;32;36;186;64122
4;32;36;186;64122
1;32;37;216;127296
2;32;37;232;80674
3;32;37;250;86137
4;32;37;250;86137
1;32;38;210;124122
2;32;38;226;78662
3;32;38;244;83989
4;32;38;244;83989
1;32;39;162;95534
2;32;39;174;60545
3;32;39;188;64645
4;32;39;188;64645
1;33;1;105;62186
2;33;1;113;39410
3;33;1;122;42079
4;33;1;122;42079
1;33;2;57;33390
2;33;2;61;21161
3;33;2;66;22594
4;33;2;66;22594
1;33;3;91;53699
2;33;3;98;34032
3;33;3;106;36336
4;33;3;106;36336
1;33;4;21;12552
2;33;4;23;7955
3;33;4;25;8494
4;33;4;25;8494
1;33;5;85;50127
2;33;5;91;31768
3;33;5;99;33919
4;33;5;99;33919
1;33;6;90;53058
2;33;6;97;33625
3;33;6;104;35903
4;33;6;104;35903
1;33;7;87;51082
2;33;7;93;32373
3;33;7;100;34565
4;33;7;100;34565
1;33;8;108;63826
2;33;8;116;40450
3;33;8;125;43189
4;33;8;125;43189
1;33;9;150;88525
2;33;9;161;56103
3;33;9;174;59902
4;33;9;174;59902
1;33;10;5;2820
2;33;10;5;1787
3;33;10;6;1908
4;33;10;6;1908
1;33;11;4;2182
2;33;11;4;1383
3;33;11;4;1476
4;33;11;4;1476
1;33;12;63;37336
2;33;12;68;23662
3;33;12;73;25264
4;33;12;73;25264
1;33;13;63;37405
2;33;13;68;23706
3;33;13;74;25311
4;33;13;74;25311
1;33;14;84;49614
2;33;14;90;31443
3;33;14;98;33572
4;33;14;98;33572
1;33;15;101;59306
2;33;15;108;37585
3;33;15;117;40130
4;33;15;117;40130
1;33;16;88;51855
2;33;16;94;32863
3;33;16;102;35088
4;33;16;102;35088
1;33;17;131;77520
2;33;17;141;49128
3;33;17;152;52455
4;33;17;152;52455
1;33;18;153;90066
2;33;18;164;57079
3;33;18;177;60945
4;33;18;177;60945
1;33;19;117;69110
2;33;19;126;43798
3;33;19;136;46765
4;33;19;136;46765
1;33;20;18;10831
2;33;20;20;6864
3;33;20;21;7329
4;33;20;21;7329
1;33;21;17;10081
2;33;21;18;6389
3;33;21;20;6822
4;33;21;20;6822
1;33;22;121;71128
2;33;22;129;45077
3;33;22;140;48130
4;33;22;140;48130
1;33;23;119;70167
