ID_Barco;ID_Puerto_Origen;ID_Puerto_Destino;Tiempo_Viaje_hrs;Costo_Viaje_libras
13;31;8;85;20971
14;31;8;85;20971
15;31;8;85;20971
16;31;8;89;30534
17;31;8;89;30534
1;31;9;127;86276
2;31;9;127;86276
3;31;9;118;69823
4;31;9;118;69823
5;31;9;143;95690
6;31;9;143;95690
7;31;9;143;95690
8;31;9;130;116106
9;31;9;130;116106
10;31;9;130;116106
11;31;9;130;116106
12;31;9;132;32450
13;31;9;132;32450
14;31;9;132;32450
15;31;9;132;32450
16;31;9;137;47247
17;31;9;137;47247
1;31;10;39;26560
2;31;10;39;26560
3;31;10;36;21495
4;31;10;36;21495
5;31;10;44;29458
6;31;10;44;29458
7;31;10;44;29458
8;31;10;40;35743
9;31;10;40;35743
10;31;10;40;35743
11;31;10;40;35743
12;31;10;41;9990
13;31;10;41;9990
14;31;10;41;9990
15;31;10;41;9990
16;31;10;42;14545
17;31;10;42;14545
1;31;11;33;22237
2;31;11;33;22237
3;31;11;31;17997
4;31;11;31;17997
5;31;11;37;24664
6;31;11;37;24664
7;31;11;37;24664
8;31;11;34;29926
9;31;11;34;29926
10;31;11;34;29926
11;31;11;34;29926
12;31;11;34;8364
13;31;11;34;8364
14;31;11;34;8364
15;31;11;34;8364
16;31;11;35;12178
17;31;11;35;12178
1;31;12;34;23025
2;31;12;34;23025
3;31;12;32;18634
4;31;12;32;18634
5;31;12;38;25538
6;31;12;38;25538
7;31;12;38;25538
8;31;12;35;30986
9;31;12;35;30986
10;31;12;35;30986
11;31;12;35;30986
12;31;12;35;8660
13;31;12;35;8660
14;31;12;35;8660
15;31;12;35;8660
16;31;12;37;12609
17;31;12;37;12609
1;31;13;34;23110
2;31;13;34;23110
3;31;13;32;18703
4;31;13;32;18703
5;31;13;38;25632
6;31;13;38;25632
7;31;13;38;25632
8;31;13;35;31101
9;31;13;35;31101
10;31;13;35;31101
11;31;13;35;31101
12;31;13;35;8692
13;31;13;35;8692
14;31;13;35;8692
15;31;13;35;8692
16;31;13;37;12656
17;31;13;37;12656
1;31;14;56;38196
2;31;14;56;38196
3;31;14;52;30912
4;31;14;52;30912
5;31;14;63;42364
6;31;14;63;42364
7;31;14;63;42364
8;31;14;58;51402
9;31;14;58;51402
10;31;14;58;51402
11;31;14;58;51402
12;31;14;58;14366
13;31;14;58;14366
14;31;14;58;14366
15;31;14;58;14366
16;31;14;61;20917
17;31;14;61;20917
1;31;15;74;50172
2;31;15;74;50172
3;31;15;69;40604
4;31;15;69;40604
5;31;15;83;55646
6;31;15;83;55646
7;31;15;83;55646
8;31;15;76;67518
9;31;15;76;67518
10;31;15;76;67518
11;31;15;76;67518
12;31;15;77;18870
13;31;15;77;18870
14;31;15;77;18870
15;31;15;77;18870
16;31;15;80;27475
17;31;15;80;27475
1;31;16;60;40965
2;31;16;60;40965
3;31;16;56;33153
4;31;16;56;33153
5;31;16;68;45435
6;31;16;68;45435
7;31;16;68;45435
8;31;16;62;55128
9;31;16;62;55128
10;31;16;62;55128
11;31;16;62;55128
12;31;16;63;15407
13;31;16;63;15407
14;31;16;63;15407
15;31;16;63;15407
16;31;16;65;22433
17;31;16;65;22433
1;31;17;107;72678
2;31;17;107;72678
3;31;17;100;58818
4;31;17;100;58818
5;31;17;120;80608
6;31;17;120;80608
7;31;17;120;80608
8;31;17;110;97806
9;31;17;110;97806
10;31;17;110;97806
11;31;17;110;97806
12;31;17;111;27335
13;31;17;111;27335
14;31;17;111;27335
15;31;17;111;27335
16;31;17;116;39800
17;31;17;116;39800
1;31;18;130;88180
2;31;18;130;88180
3;31;18;121;71364
4;31;18;121;71364
5;31;18;146;97802
6;31;18;146;97802
7;31;18;146;97802
8;31;18;133;118668
9;31;18;133;118668
10;31;18;133;118668
11;31;18;133;118668
12;31;18;135;33166
13;31;18;135;33166
14;31;18;135;33166
15;31;18;135;33166
16;31;18;140;48290
17;31;18;140;48290
1;31;19;92;62286
2;31;19;92;62286
3;31;19;85;50408
4;31;19;85;50408
5;31;19;103;69083
6;31;19;103;69083
7;31;19;103;69083
8;31;19;94;83821
9;31;19;94;83821
10;31;19;94;83821
11;31;19;94;83821
12;31;19;95;23427
13;31;19;95;23427
14;31;19;95;23427
15;31;19;95;23427
16;31;19;99;34109
17;31;19;99;34109
1;31;20;18;12432
2;31;20;18;12432
3;31;20;17;10061
4;31;20;17;10061
5;31;20;21;13788
6;31;20;21;13788
7;31;20;21;13788
8;31;20;19;16730
9;31;20;19;16730
10;31;20;19;16730
11;31;20;19;16730
12;31;20;19;4676
13;31;20;19;4676
14;31;20;19;4676
15;31;20;19;4676
16;31;20;20;6808
17;31;20;20;6808
1;31;21;20;13699
2;31;21;20;13699
3;31;21;19;11086
4;31;21;19;11086
5;31;21;23;15194
6;31;21;23;15194
7;31;21;23;15194
8;31;21;21;18435
9;31;21;21;18435
10;31;21;21;18435
11;31;21;21;18435
12;31;21;21;5152
13;31;21;21;5152
14;31;21;21;5152
15;31;21;21;5152
16;31;21;22;7502
17;31;21;22;7502
1;31;22;95;64779
2;31;22;95;64779
3;31;22;89;52426
4;31;22;89;52426
5;31;22;107;71848
6;31;22;107;71848
7;31;22;107;71848
8;31;22;98;87176
9;31;22;98;87176
10;31;22;98;87176
11;31;22;98;87176
12;31;22;99;24365
13;31;22;99;24365
14;31;22;99;24365
15;31;22;99;24365
16;31;22;103;35475
17;31;22;103;35475
1;31;23;94;63593
2;31;23;94;63593
3;31;23;87;51465
4;31;23;87;51465
5;31;23;105;70532
6;31;23;105;70532
7;31;23;105;70532
8;31;23;96;85579
9;31;23;96;85579
10;31;23;96;85579
11;31;23;96;85579
12;31;23;97;23918
13;31;23;97;23918
14;31;23;97;23918
15;31;23;97;23918
16;31;23;101;34825
17;31;23;101;34825
1;31;24;95;64779
2;31;24;95;64779
3;31;24;89;52426
4;31;24;89;52426
5;31;24;107;71848
6;31;24;107;71848
7;31;24;107;71848
8;31;24;98;87176
9;31;24;98;87176
10;31;24;98;87176
11;31;24;98;87176
12;31;24;99;24365
13;31;24;99;24365
14;31;24;99;24365
15;31;24;99;24365
16;31;24;103;35475
17;31;24;103;35475
1;31;25;21;14297
2;31;25;21;14297
3;31;25;20;11570
4;31;25;20;11570
5;31;25;24;15857
6;31;25;24;15857
7;31;25;24;15857
8;31;25;22;19240
9;31;25;22;19240
10;31;25;22;19240
11;31;25;22;19240
12;31;25;22;5377
13;31;25;22;5377
14;31;25;22;5377
15;31;25;22;5377
16;31;25;23;7829
17;31;25;23;7829
1;31;26;59;39833
2;31;26;59;39833
3;31;26;55;32237
4;31;26;55;32237
5;31;26;66;44180
6;31;26;66;44180
7;31;26;66;44180
8;31;26;60;53605
9;31;26;60;53605
10;31;26;60;53605
11;31;26;60;53605
12;31;26;61;14982
13;31;26;61;14982
14;31;26;61;14982
15;31;26;61;14982
16;31;26;63;21814
17;31;26;63;21814
1;31;27;112;75909
2;31;27;112;75909
3;31;27;104;61433
4;31;27;104;61433
5;31;27;126;84192
6;31;27;126;84192
7;31;27;126;84192
8;31;27;114;102154
9;31;27;114;102154
10;31;27;114;102154
11;31;27;114;102154
12;31;27;116;28551
13;31;27;116;28551
14;31;27;116;28551
15;31;27;116;28551
16;31;27;121;41570
17;31;27;121;41570
1;31;28;39;26304
2;31;28;39;26304
3;31;28;36;21288
4;31;28;36;21288
5;31;28;44;29175
6;31;28;44;29175
7;31;28;44;29175
8;31;28;40;35399
9;31;28;40;35399
10;31;28;40;35399
11;31;28;40;35399
12;31;28;40;9893
13;31;28;40;9893
14;31;28;40;9893
15;31;28;40;9893
16;31;28;42;14405
17;31;28;42;14405
1;31;29;68;46303
2;31;29;68;46303
3;31;29;64;37473
4;31;29;64;37473
5;31;29;77;51356
6;31;29;77;51356
7;31;29;77;51356
8;31;29;70;62312
9;31;29;70;62312
10;31;29;70;62312
11;31;29;70;62312
12;31;29;71;17415
13;31;29;71;17415
14;31;29;71;17415
15;31;29;71;17415
16;31;29;74;25357
17;31;29;74;25357
1;31;30;24;16132
2;31;30;24;16132
3;31;30;22;13056
4;31;30;22;13056
5;31;30;27;17893
6;31;30;27;17893
7;31;30;27;17893
8;31;30;24;21710
9;31;30;24;21710
10;31;30;24;21710
11;31;30;24;21710
12;31;30;25;6068
13;31;30;25;6068
14;31;30;25;6068
15;31;30;25;6068
16;31;30;26;8834
17;31;30;26;8834
1;31;31;0;0
2;31;31;0;0
3;31;31;0;0
4;31;31;0;0
5;31;31;0;0
6;31;31;0;0
7;31;31;0;0
8;31;31;0;0
9;31;31;0;0
10;31;31;0;0
11;31;31;0;0
12;31;31;0;0
13;31;31;0;0
14;31;31;0;0
15;31;31;0;0
16;31;31;0;0
17;31;31;0;0
1;31;32;74;50496
2;31;32;74;50496
3;31;32;69;40867
4;31;32;69;40867
5;31;32;84;56006
6;31;32;84;56006
7;31;32;84;56006
8;31;32;76;67955
9;31;32;76;67955
10;31;32;76;67955
11;31;32;76;67955
12;31;32;77;18992
13;31;32;77;18992
14;31;32;77;18992
15;31;32;77;18992
16;31;32;80;27653
17;31;32;80;27653
1;31;33;36;24637
2;31;33;36;24637
3;31;33;34;19939
4;31;33;34;19939
5;31;33;41;27326
6;31;33;41;27326
7;31;33;41;27326
8;31;33;37;33155
9;31;33;37;33155
10;31;33;37;33155
11;31;33;37;33155
12;31;33;38;9266
13;31;33;38;9266
14;31;33;38;9266
15;31;33;38;9266
16;31;33;39;13492
17;31;33;39;13492
1;31;34;103;70112
2;31;34;103;70112
3;31;34;96;56742
4;31;34;96;56742
5;31;34;116;77763
6;31;34;116;77763
7;31;34;116;77763
8;31;34;106;94353
9;31;34;106;94353
10;31;34;106;94353
11;31;34;106;94353
12;31;34;107;26370
13;31;34;107;26370
14;31;34;107;26370
15;31;34;107;26370
16;31;34;112;38395
17;31;34;112;38395
1;31;35;142;96262
2;31;35;142;96262
3;31;35;132;77905
4;31;35;132;77905
5;31;35;160;106766
6;31;35;160;106766
7;31;35;160;106766
8;31;35;145;129544
9;31;35;145;129544
10;31;35;145;129544
11;31;35;145;129544
12;31;35;147;36206
13;31;35;147;36206
14;31;35;147;36206
15;31;35;147;36206
16;31;35;153;52716
17;31;35;153;52716
1;31;36;100;68123
2;31;36;100;68123
3;31;36;93;55132
4;31;36;93;55132
5;31;36;113;75557
6;31;36;113;75557
7;31;36;113;75557
8;31;36;103;91677
9;31;36;103;91677
10;31;36;103;91677
11;31;36;103;91677
12;31;36;104;25622
13;31;36;104;25622
14;31;36;104;25622
15;31;36;104;25622
16;31;36;108;37306
17;31;36;108;37306
1;31;37;160;108324
2;31;37;160;108324
3;31;37;149;87667
4;31;37;149;87667
5;31;37;180;120144
6;31;37;180;120144
7;31;37;180;120144
8;31;37;163;145777
9;31;37;163;145777
10;31;37;163;145777
11;31;37;163;145777
12;31;37;166;40743
13;31;37;166;40743
14;31;37;166;40743
15;31;37;166;40743
16;31;37;172;59321
17;31;37;172;59321
1;31;38;154;104402
2;31;38;154;104402
3;31;38;143;84492
4;31;38;143;84492
5;31;38;173;115794
6;31;38;173;115794
7;31;38;173;115794
8;31;38;157;140499
9;31;38;157;140499
10;31;38;157;140499
11;31;38;157;140499
12;31;38;160;39267
13;31;38;160;39267
14;31;38;160;39267
15;31;38;160;39267
16;31;38;166;57173
17;31;38;166;57173
1;31;39;102;69078
2;31;39;102;69078
3;31;39;95;55904
4;31;39;95;55904
5;31;39;114;76615
6;31;39;114;76615
7;31;39;114;76615
8;31;39;104;92961
9;31;39;104;92961
10;31;39;104;92961
11;31;39;104;92961
12;31;39;106;25981
13;31;39;106;25981
14;31;39;106;25981
15;31;39;106;25981
16;31;39;110;37829
17;31;39;110;37829
1;32;1;8;5119
2;32;1;8;5119
3;32;1;7;4142
4;32;1;7;4142
5;32;1;8;5677
6;32;1;8;5677
7;32;1;8;5677
8;32;1;8;6888
9;32;1;8;6888
10;32;1;8;6888
11;32;1;8;6888
12;32;1;8;1925
13;32;1;8;1925
14;32;1;8;1925
15;32;1;8;1925
16;32;1;8;2803
17;32;1;8;2803
1;32;2;66;44797
2;32;2;66;44797
3;32;2;61;36254
4;32;2;61;36254
5;32;2;74;49685
6;32;2;74;49685
7;32;2;74;49685
8;32;2;67;60285
9;32;2;67;60285
10;32;2;67;60285
11;32;2;67;60285
12;32;2;69;16849
13;32;2;69;16849
14;32;2;69;16849
15;32;2;69;16849
16;32;2;71;24532
17;32;2;71;24532
1;32;3;14;9697
2;32;3;14;9697
3;32;3;13;7847
4;32;3;13;7847
5;32;3;16;10755
6;32;3;16;10755
7;32;3;16;10755
8;32;3;15;13049
9;32;3;15;13049
10;32;3;15;13049
11;32;3;15;13049
12;32;3;15;3647
13;32;3;15;3647
14;32;3;15;3647
15;32;3;15;3647
16;32;3;15;5310
17;32;3;15;5310
1;32;4;129;87554
2;32;4;129;87554
3;32;4;120;70857
4;32;4;120;70857
5;32;4;145;97108
6;32;4;145;97108
7;32;4;145;97108
8;32;4;132;117826
9;32;4;132;117826
10;32;4;132;117826
11;32;4;132;117826
12;32;4;134;32931
13;32;4;134;32931
14;32;4;134;32931
15;32;4;134;32931
16;32;4;139;47947
17;32;4;139;47947
1;32;5;62;41766
2;32;5;62;41766
3;32;5;57;33801
4;32;5;57;33801
5;32;5;69;46324
6;32;5;69;46324
7;32;5;69;46324
8;32;5;63;56207
9;32;5;63;56207
10;32;5;63;56207
11;32;5;63;56207
12;32;5;64;15709
13;32;5;64;15709
14;32;5;64;15709
15;32;5;64;15709
16;32;5;66;22872
17;32;5;66;22872
1;32;6;19;12678
2;32;6;19;12678
3;32;6;17;10260
4;32;6;17;10260
5;32;6;21;14061
6;32;6;21;14061
7;32;6;21;14061
8;32;6;19;17061
9;32;6;19;17061
10;32;6;19;17061
11;32;6;19;17061
12;32;6;19;4768
13;32;6;19;4768
14;32;6;19;4768
15;32;6;19;4768
16;32;6;20;6943
17;32;6;20;6943
1;32;7;17;11211
2;32;7;17;11211
3;32;7;15;9073
4;32;7;15;9073
5;32;7;19;12435
6;32;7;19;12435
7;32;7;19;12435
8;32;7;17;15087
9;32;7;17;15087
10;32;7;17;15087
11;32;7;17;15087
12;32;7;17;4217
13;32;7;17;4217
14;32;7;17;4217
15;32;7;17;4217
16;32;7;18;6140
17;32;7;18;6140
1;32;8;11;7146
2;32;8;11;7146
3;32;8;10;5783
4;32;8;10;5783
5;32;8;12;7926
6;32;8;12;7926
7;32;8;12;7926
8;32;8;11;9616
9;32;8;11;9616
10;32;8;11;9616
11;32;8;11;9616
12;32;8;11;2688
13;32;8;11;2688
14;32;8;11;2688
15;32;8;11;2688
16;32;8;11;3913
17;32;8;11;3913
1;32;9;55;37665
2;32;9;55;37665
3;32;9;52;30482
4;32;9;52;30482
5;32;9;62;41775
6;32;9;62;41775
7;32;9;62;41775
8;32;9;57;50687
9;32;9;57;50687
10;32;9;57;50687
11;32;9;57;50687
12;32;9;58;14166
13;32;9;58;14166
14;32;9;58;14166
15;32;9;58;14166
16;32;9;60;20626
17;32;9;60;20626
1;32;10;111;75528
2;32;10;111;75528
3;32;10;104;61125
4;32;10;104;61125
5;32;10;125;83769
6;32;10;125;83769
7;32;10;125;83769
8;32;10;114;101641
9;32;10;114;101641
10;32;10;114;101641
11;32;10;114;101641
12;32;10;116;28407
13;32;10;116;28407
14;32;10;116;28407
15;32;10;116;28407
16;32;10;120;41361
17;32;10;120;41361
1;32;11;105;71206
2;32;11;105;71206
3;32;11;98;57626
4;32;11;98;57626
5;32;11;118;78975
6;32;11;118;78975
7;32;11;118;78975
8;32;11;107;95824
9;32;11;107;95824
10;32;11;107;95824
11;32;11;107;95824
12;32;11;109;26782
13;32;11;109;26782
14;32;11;109;26782
15;32;11;109;26782
16;32;11;113;38994
17;32;11;113;38994
1;32;12;58;39519
2;32;12;58;39519
3;32;12;54;31982
4;32;12;54;31982
5;32;12;66;43831
6;32;12;66;43831
7;32;12;66;43831
8;32;12;60;53182
9;32;12;60;53182
10;32;12;60;53182
11;32;12;60;53182
12;32;12;60;14864
13;32;12;60;14864
14;32;12;60;14864
15;32;12;60;14864
16;32;12;63;21641
17;32;12;63;21641
1;32;13;53;36291
2;32;13;53;36291
3;32;13;50;29370
4;32;13;50;29370
5;32;13;60;40251
6;32;13;60;40251
7;32;13;60;40251
8;32;13;55;48838
9;32;13;55;48838
10;32;13;55;48838
11;32;13;55;48838
12;32;13;56;13650
13;32;13;56;13650
14;32;13;56;13650
15;32;13;56;13650
16;32;13;58;19874
17;32;13;58;19874
1;32;14;19;12801
2;32;14;19;12801
3;32;14;18;10360
4;32;14;18;10360
5;32;14;21;14198
6;32;14;21;14198
7;32;14;21;14198
8;32;14;19;17227
9;32;14;19;17227
10;32;14;19;17227
11;32;14;19;17227
12;32;14;20;4815
13;32;14;20;4815
14;32;14;20;4815
15;32;14;20;4815
16;32;14;20;7010
17;32;14;20;7010
1;32;15;24;16006
2;32;15;24;16006
3;32;15;22;12954
4;32;15;22;12954
5;32;15;27;17752
6;32;15;27;17752
7;32;15;27;17752
8;32;15;24;21540
9;32;15;24;21540
10;32;15;24;21540
11;32;15;24;21540
12;32;15;24;6020
13;32;15;24;6020
14;32;15;24;6020
15;32;15;24;6020
16;32;15;25;8765
17;32;15;25;8765
1;32;16;16;11191
2;32;16;16;11191
3;32;16;15;9057
4;32;16;15;9057
5;32;16;19;12412
6;32;16;19;12412
7;32;16;19;12412
8;32;16;17;15060
9;32;16;17;15060
10;32;16;17;15060
11;32;16;17;15060
12;32;16;17;4209
13;32;16;17;4209
14;32;16;17;4209
15;32;16;17;4209
16;32;16;18;6128
17;32;16;18;6128
1;32;17;35;24066
2;32;17;35;24066
3;32;17;33;19477
4;32;17;33;19477
5;32;17;40;26693
6;32;17;40;26693
7;32;17;40;26693
8;32;17;36;32387
9;32;17;36;32387
10;32;17;36;32387
11;32;17;36;32387
12;32;17;37;9052
13;32;17;37;9052
14;32;17;37;9052
15;32;17;37;9052
16;32;17;38;13179
17;32;17;38;13179
1;32;18;67;45410
2;32;18;67;45410
3;32;18;62;36750
4;32;18;62;36750
5;32;18;75;50365
6;32;18;75;50365
7;32;18;75;50365
8;32;18;68;61110
9;32;18;68;61110
10;32;18;68;61110
11;32;18;68;61110
12;32;18;69;17079
13;32;18;69;17079
14;32;18;69;17079
15;32;18;69;17079
16;32;18;72;24868
17;32;18;72;24868
1;32;19;27;18452
2;32;19;27;18452
3;32;19;25;14933
4;32;19;25;14933
5;32;19;31;20466
6;32;19;31;20466
7;32;19;31;20466
8;32;19;28;24832
9;32;19;28;24832
10;32;19;28;24832
11;32;19;28;24832
12;32;19;28;6940
13;32;19;28;6940
14;32;19;28;6940
15;32;19;28;6940
16;32;19;29;10105
17;32;19;29;10105
1;32;20;90;61400
2;32;20;90;61400
3;32;20;84;49691
4;32;20;84;49691
5;32;20;102;68100
6;32;20;102;68100
7;32;20;102;68100
8;32;20;93;82629
9;32;20;93;82629
10;32;20;93;82629
11;32;20;93;82629
12;32;20;94;23094
13;32;20;94;23094
14;32;20;94;23094
15;32;20;94;23094
16;32;20;98;33624
17;32;20;98;33624
1;32;21;92;62667
2;32;21;92;62667
3;32;21;86;50716
4;32;21;86;50716
5;32;21;104;69505
6;32;21;104;69505
7;32;21;104;69505
8;32;21;94;84334
9;32;21;94;84334
10;32;21;94;84334
11;32;21;94;84334
12;32;21;96;23570
13;32;21;96;23570
14;32;21;96;23570
15;32;21;96;23570
16;32;21;100;34318
17;32;21;100;34318
1;32;22;24;16168
2;32;22;24;16168
3;32;22;22;13085
4;32;22;22;13085
5;32;22;27;17932
6;32;22;27;17932
7;32;22;27;17932
8;32;22;24;21758
9;32;22;24;21758
10;32;22;24;21758
11;32;22;24;21758
12;32;22;25;6081
13;32;22;25;6081
14;32;22;25;6081
15;32;22;25;6081
16;32;22;26;8854
17;32;22;26;8854
1;32;23;22;14981
2;32;23;22;14981
3;32;23;21;12124
4;32;23;21;12124
5;32;23;25;16616
6;32;23;25;16616
7;32;23;25;16616
8;32;23;23;20161
9;32;23;23;20161
10;32;23;23;20161
11;32;23;23;20161
12;32;23;23;5635
13;32;23;23;5635
14;32;23;23;5635
15;32;23;23;5635
16;32;23;24;8204
17;32;23;24;8204
1;32;24;24;16168
2;32;24;24;16168
3;32;24;22;13085
4;32;24;22;13085
5;32;24;27;17932
6;32;24;27;17932
7;32;24;27;17932
8;32;24;24;21758
9;32;24;24;21758
10;32;24;24;21758
11;32;24;24;21758
12;32;24;25;6081
13;32;24;25;6081
14;32;24;25;6081
15;32;24;25;6081
16;32;24;26;8854
17;32;24;26;8854
1;32;25;93;63265
2;32;25;93;63265
3;32;25;87;51200
4;32;25;87;51200
5;32;25;105;70168
6;32;25;105;70168
7;32;25;105;70168
8;32;25;95;85138
9;32;25;95;85138
10;32;25;95;85138
11;32;25;95;85138
12;32;25;97;23795
13;32;25;97;23795
14;32;25;97;23795
15;32;25;97;23795
16;32;25;101;34645
17;32;25;101;34645
1;32;26;22;14842
2;32;26;22;14842
3;32;26;20;12012
4;32;26;20;12012
5;32;26;25;16462
6;32;26;25;16462
7;32;26;25;16462
8;32;26;22;19974
9;32;26;22;19974
10;32;26;22;19974
11;32;26;22;19974
12;32;26;23;5582
13;32;26;23;5582
14;32;26;23;5582
15;32;26;23;5582
16;32;26;24;8128
17;32;26;24;8128
1;32;27;40;27298
2;32;27;40;27298
3;32;27;37;22092
4;32;27;37;22092
5;32;27;45;30277
6;32;27;45;30277
7;32;27;45;30277
8;32;27;41;36736
9;32;27;41;36736
10;32;27;41;36736
11;32;27;41;36736
12;32;27;42;10267
13;32;27;42;10267
14;32;27;42;10267
15;32;27;42;10267
16;32;27;43;14949
17;32;27;43;14949
1;32;28;39;26783
2;32;28;39;26783
3;32;28;37;21676
4;32;28;37;21676
5;32;28;44;29706
6;32;28;44;29706
7;32;28;44;29706
8;32;28;40;36044
9;32;28;40;36044
10;32;28;40;36044
11;32;28;40;36044
12;32;28;41;10074
13;32;28;41;10074
14;32;28;41;10074
15;32;28;41;10074
16;32;28;43;14667
17;32;28;43;14667
1;32;29;140;94948
2;32;29;140;94948
3;32;29;130;76841
4;32;29;130;76841
5;32;29;157;105308
6;32;29;157;105308
7;32;29;157;105308
8;32;29;143;127775
9;32;29;143;127775
10;32;29;143;127775
11;32;29;143;127775
12;32;29;145;35711
13;32;29;145;35711
14;32;29;145;35711
15;32;29;145;35711
16;32;29;151;51996
17;32;29;151;51996
1;32;30;65;44132
2;32;30;65;44132
3;32;30;61;35716
4;32;30;61;35716
5;32;30;73;48948
6;32;30;73;48948
7;32;30;73;48948
8;32;30;66;59391
9;32;30;66;59391
10;32;30;66;59391
11;32;30;66;59391
12;32;30;68;16599
13;32;30;68;16599
14;32;30;68;16599
15;32;30;68;16599
16;32;30;70;24168
17;32;30;70;24168
1;32;31;74;50496
2;32;31;74;50496
3;32;31;69;40867
4;32;31;69;40867
5;32;31;84;56006
6;32;31;84;56006
7;32;31;84;56006
8;32;31;76;67955
9;32;31;76;67955
10;32;31;76;67955
11;32;31;76;67955
12;32;31;77;18992
13;32;31;77;18992
14;32;31;77;18992
15;32;31;77;18992
16;32;31;80;27653
17;32;31;80;27653
1;32;32;0;0
2;32;32;0;0
3;32;32;0;0
4;32;32;0;0
5;32;32;0;0
6;32;32;0;0
7;32;32;0;0
8;32;32;0;0
9;32;32;0;0
10;32;32;0;0
11;32;32;0;0
12;32;32;0;0
13;32;32;0;0
14;32;32;0;0
15;32;32;0;0
16;32;32;0;0
17;32;32;0;0
1;32;33;108;73605
2;32;33;108;73605
3;32;33;101;59569
4;32;33;101;59569
5;32;33;122;81637
6;32;33;122;81637
7;32;33;122;81637
8;32;33;111;99054
9;32;33;111;99054
10;32;33;111;99054
11;32;33;111;99054
12;32;33;113;27684
13;32;33;113;27684
14;32;33;113;27684
15;32;33;113;27684
16;32;33;117;40308
17;32;33;117;40308
1;32;34;175;119080
2;32;34;175;119080
3;32;34;163;96371
4;32;34;163;96371
5;32;34;197;132074
6;32;34;197;132074
7;32;34;197;132074
8;32;34;179;160252
9;32;34;179;160252
10;32;34;179;160252
11;32;34;179;160252
12;32;34;182;44788
13;32;34;182;44788
14;32;34;182;44788
15;32;34;182;44788
16;32;34;189;65211
17;32;34;189;65211
1;32;35;214;145230
2;32;35;214;145230
3;32;35;199;117534
4;32;35;199;117534
5;32;35;241;161077
6;32;35;241;161077
7;32;35;241;161077
8;32;35;219;195443
9;32;35;219;195443
10;32;35;219;195443
11;32;35;219;195443
12;32;35;222;54623
13;32;35;222;54623
14;32;35;222;54623
15;32;35;222;54623
16;32;35;231;79532
17;32;35;231;79532
1;32;36;173;117092
2;32;36;173;117092
3;32;36;161;94762
4;32;36;161;94762
5;32;36;194;129868
6;32;36;194;129868
7;32;36;194;129868
8;32;36;176;157575
9;32;36;176;157575
10;32;36;176;157575
11;32;36;176;157575
12;32;36;179;44040
13;32;36;179;44040
14;32;36;179;44040
15;32;36;179;44040
16;32;36;186;64122
17;32;36;186;64122
1;32;37;232;157293
2;32;37;232;157293
3;32;37;216;127296
4;32;37;216;127296
5;32;37;261;174456
6;32;37;261;174456
7;32;37;261;174456
8;32;37;237;211675
9;32;37;237;211675
10;32;37;237;211675
11;32;37;237;211675
12;32;37;241;59160
13;32;37;241;59160
14;32;37;241;59160
15;32;37;241;59160
16;32;37;250;86137
17;32;37;250;86137
1;32;38;226;153370
2;32;38;226;153370
3;32;38;210;124122
4;32;38;210;124122
5;32;38;254;170106
6;32;38;254;170106
7;32;38;254;170106
8;32;38;231;206397
9;32;38;231;206397
10;32;38;231;206397
11;32;38;231;206397
12;32;38;235;57685
13;32;38;235;57685
14;32;38;235;57685
15;32;38;235;57685
16;32;38;244;83989
17;32;38;244;83989
1;32;39;174;118046
2;32;39;174;118046
3;32;39;162;95534
4;32;39;162;95534
5;32;39;196;130926
6;32;39;196;130926
7;32;39;196;130926
8;32;39;178;158859
9;32;39;178;158859
10;32;39;178;158859
11;32;39;178;158859
12;32;39;181;44399
13;32;39;181;44399
14;32;39;181;44399
15;32;39;181;44399
16;32;39;188;64645
17;32;39;188;64645
1;33;1;113;76839
2;33;1;113;76839
3;33;1;105;62186
4;33;1;105;62186
5;33;1;127;85223
6;33;1;127;85223
7;33;1;127;85223
8;33;1;116;103406
9;33;1;116;103406
10;33;1;116;103406
11;33;1;116;103406
12;33;1;118;28900
13;33;1;118;28900
14;33;1;118;28900
15;33;1;118;28900
16;33;1;122;42079
17;33;1;122;42079
1;33;2;61;41258
2;33;2;61;41258
3;33;2;57;33390
4;33;2;57;33390
5;33;2;68;45760
6;33;2;68;45760
7;33;2;68;45760
8;33;2;62;55523
9;33;2;62;55523
10;33;2;62;55523
11;33;2;62;55523
12;33;2;63;15518
13;33;2;63;15518
14;33;2;63;15518
15;33;2;63;15518
16;33;2;66;22594
17;33;2;66;22594
1;33;3;98;66353
2;33;3;98;66353
3;33;3;91;53699
4;33;3;91;53699
5;33;3;110;73593
6;33;3;110;73593
7;33;3;110;73593
8;33;3;100;89294
9;33;3;100;89294
10;33;3;100;89294
11;33;3;100;89294
12;33;3;102;24956
13;33;3;102;24956
14;33;3;102;24956
15;33;3;102;24956
16;33;3;106;36336
17;33;3;106;36336
1;33;4;23;15510
2;33;4;23;15510
3;33;4;21;12552
4;33;4;21;12552
5;33;4;26;17203
6;33;4;26;17203
7;33;4;26;17203
8;33;4;23;20873
9;33;4;23;20873
10;33;4;23;20873
11;33;4;23;20873
12;33;4;24;5834
13;33;4;24;5834
14;33;4;24;5834
15;33;4;24;5834
16;33;4;25;8494
17;33;4;25;8494
1;33;5;91;61939
2;33;5;91;61939
3;33;5;85;50127
4;33;5;85;50127
5;33;5;103;68697
6;33;5;103;68697
7;33;5;103;68697
